parent_id,parent_term,child_id,child_term
28765,mesenchymal layer of pelvic urethra of female,32287,mesenchymal pad of pelvic urethra of female
28703,mesenchymal layer of pelvic urethra of male,32280,mesenchymal pad of pelvic urethra of male
28703,mesenchymal layer of pelvic urethra of male,31550,mesenchymal layer of ventral pelvic urethra of male
28703,mesenchymal layer of pelvic urethra of male,31552,mesenchymal layer of dorsal pelvic urethra of male
30876,mesenchymal layer of primitive bladder,31525,mesenchymal layer of ventral primitive bladder
30876,mesenchymal layer of primitive bladder,31529,mesenchymal layer of dorsal primitive bladder
30954,mesenchymal layer of prostatic urethra,32301,submucosa of prostatic urethra
30954,mesenchymal layer of prostatic urethra,32303,lamina propria of prostatic urethra
30954,mesenchymal layer of prostatic urethra,32302,muscularis mucosa of prostatic urethra
31553,mesenchymal layer of ventral pelvic urethra of female,32308,submucosa of ventral pelvic urethra of female
31553,mesenchymal layer of ventral pelvic urethra of female,32310,lamina propria of ventral pelvic urethra of female
31553,mesenchymal layer of ventral pelvic urethra of female,32309,muscularis mucosa of ventral pelvic urethra of female
31550,mesenchymal layer of ventral pelvic urethra of male,32294,lamina propria of ventral pelvic urethra of male
31550,mesenchymal layer of ventral pelvic urethra of male,32297,muscularis mucosa of ventral pelvic urethra of male
31550,mesenchymal layer of ventral pelvic urethra of male,32298,submucosa of ventral pelvic urethra of male
28880,mesenchymal stroma of ovary,29009,cortical component of mesenchymal stroma
28880,mesenchymal stroma of ovary,29014,medullary component of mesenchymal stroma
16099,mesenchyme derived from head mesoderm,25356,mesenchyme derived from somites 01-04
16409,mesenchyme derived from lateral plate,16410,mesenchyme derived from somatopleure
16409,mesenchyme derived from lateral plate,16411,mesenchyme derived from splanchnopleure
31573,mesenchyme of pelvic urethra,31561,ventral mesenchyme of pelvic urethra
31573,mesenchyme of pelvic urethra,31572,dorsal mesenchyme of pelvic urethra
17312,mesenteric artery,18618,inferior mesenteric artery
17312,mesenteric artery,18619,superior mesenteric artery
17348,mesenteric vein,18642,inferior mesenteric vein
17348,mesenteric vein,18643,superior mesenteric vein
27588,mesonephric tubule,30571,caudal mesonephric tubule
27659,mesonephric tubule,30574,caudal mesonephric tubule
27659,mesonephric tubule,30576,cranial mesonephric tubule
27588,mesonephric tubule,30562,cranial mesonephric tubule
28919,mesonephric tubule of female,30544,cranial mesonephric tubule of female
28919,mesonephric tubule of female,30553,caudal mesonephric tubule of female
29148,mesonephric tubule of male,30540,caudal mesonephric tubule of male
29148,mesonephric tubule of male,30528,cranial mesonephric tubule of male
27644,mesonephros,27661,mesonephric mesenchyme
16744,mesonephros,27585,mesonephric mesenchyme
16744,mesonephros,16747,mesonephric tubule
16744,mesonephros,35564,mesonephros non-tubular part
27644,mesonephros,35563,mesonephros mesenchyme
16744,mesonephros,27588,mesonephric tubule
27644,mesonephros,35566,mesonephros tubule
27644,mesonephros,27663,"nephric duct, mesonephric portion"
16744,mesonephros,16746,mesonephros non-tubular part
16744,mesonephros,27591,"nephric duct, mesonephric portion"
16744,mesonephros,16745,mesonephros mesenchyme
27644,mesonephros,27659,mesonephric tubule
27644,mesonephros,35565,mesonephros non-tubular part
28909,mesonephros of female,28978,degenerating mesonephric tubule of female
28909,mesonephros of female,28914,mesonephric mesenchyme of female
28909,mesonephros of female,28929,rete ovarii of mesonephros
28909,mesonephros of female,28937,"paramesonephric duct of female, mesonephric portion"
28909,mesonephros of female,31538,developing vasculature of female mesonephros
28909,mesonephros of female,28981,degenerating mesonephric portion of nephric duct of female
28909,mesonephros of female,28919,mesonephric tubule of female
28909,mesonephros of female,28934,coelomic epithelium of female mesonephros
28909,mesonephros of female,28924,"nephric duct of female, mesonephric portion"
29138,mesonephros of male,29158,"paramesonephric duct of male, mesonephric portion"
29138,mesonephros of male,31537,developing vasculature of male mesonephros
29138,mesonephros of male,29143,mesonephric mesenchyme of male
29138,mesonephros of male,30556,cranial mesonephric tubule of male
29138,mesonephros of male,29161,degenerating mesonephric portion of male paramesonephric duct
29138,mesonephros of male,17970,"nephric duct of male, mesonephric portion"
29138,mesonephros of male,29148,mesonephric tubule of male
29138,mesonephros of male,30460,coelomic epithelium of male mesonephros
17375,metanephric mesenchyme,27623,peripheral blastema
17375,metanephric mesenchyme,27621,cap mesenchyme
17373,metanephros,28477,primitive collecting duct group
17373,metanephros,27770,capillary loop renal corpuscle
17373,metanephros,17645,cap mesenchyme
17373,metanephros,28518,renal interstitium group
17207,metanephros,17208,metanephric mesenchyme
17373,metanephros,17948,kidney pelvis
17373,metanephros,27794,developing vasculature of metanephros
17373,metanephros,35457,metanephros epithelium
17373,metanephros,27690,renal interstitium
17373,metanephros,35970,metanephros visceral epithelium
17373,metanephros,17952,renal cortex
17373,metanephros,17375,metanephric mesenchyme
17373,metanephros,27721,nephrogenic zone
17373,metanephros,31562,nephrogenic zone group
17373,metanephros,35592,nephron
17373,metanephros,18676,kidney calyx
17373,metanephros,31443,renal capillary
17373,metanephros,27678,renal vesicle
17373,metanephros,27756,s-shaped body
17373,metanephros,28407,collecting duct
17373,metanephros,28491,mature nephron
17373,metanephros,28445,stage IV immature nephron
17373,metanephros,17376,ureteric bud
17373,metanephros,28494,ureteric trunk
17373,metanephros,19279,renal medulla
17373,metanephros,35726,renal corpuscle
17373,metanephros,35458,metanephros glomerular epithelium
17373,metanephros,27681,comma-shaped body
17373,metanephros,31469,renal small blood vessel
17373,metanephros,35969,metanephros parietal epithelium
17207,metanephros,17209,ureteric bud
17373,metanephros,17646,primitive collecting duct
17373,metanephros,28405,ureteric trunk
17373,metanephros,27673,pretubular aggregate
17373,metanephros,27671,nephrogenic interstitium
17373,metanephros,17954,early nephron group
17373,metanephros,18679,renal capsule
17373,metanephros,27782,renal tubule
17071,metencephalon,17259,metencephalon roof
17071,metencephalon,16290,rhombomere 01
17071,metencephalon,17072,metencephalon lateral wall
17071,metencephalon,16293,rhombomere 02
17071,metencephalon,32820,rhombomere
17071,metencephalon,17258,metencephalon floor plate
17073,metencephalon alar plate,18563,metencephalon rest of alar plate
17073,metencephalon alar plate,17075,metencephalon alar plate mantle layer
17073,metencephalon alar plate,17077,metencephalon alar plate ventricular layer
17073,metencephalon alar plate,17787,cerebellum
17073,metencephalon alar plate,17076,metencephalon alar plate marginal layer
17073,metencephalon alar plate,17074,cerebellum primordium
17078,metencephalon basal plate,17563,pons
17078,metencephalon basal plate,17081,metencephalon basal plate ventricular layer
17078,metencephalon basal plate,17080,metencephalon basal plate marginal layer
17078,metencephalon basal plate,17079,metencephalon basal plate mantle layer
17072,metencephalon lateral wall,17567,metencephalon sulcus limitans
17072,metencephalon lateral wall,32855,metencephalon ventricular layer
17072,metencephalon lateral wall,17078,metencephalon basal plate
17072,metencephalon lateral wall,17073,metencephalon alar plate
18563,metencephalon rest of alar plate,18566,metencephalon rest of alar plate ventricular layer
18563,metencephalon rest of alar plate,18564,metencephalon rest of alar plate mantle layer
18563,metencephalon rest of alar plate,18565,metencephalon rest of alar plate marginal layer
17259,metencephalon roof,17568,metencephalon part of 4th ventricle choroid plexus
16974,midbrain,35571,midbrain vascular element
16974,midbrain,32778,pretectum
16974,midbrain,18215,tegmentum
16974,midbrain,35835,substantia nigra
16974,midbrain,35570,midbrain reticular formation
16974,midbrain,16980,mesencephalic vesicle
16974,midbrain,17791,midbrain meninges
16974,midbrain,17795,cerebral aqueduct
16974,midbrain,32781,periaqueductal grey
16974,midbrain,16975,midbrain floor plate
16974,midbrain,35913,ventral tegmental area
16974,midbrain,16981,midbrain roof plate
16974,midbrain,16976,midbrain lateral wall
16976,midbrain lateral wall,16977,midbrain mantle layer
16976,midbrain lateral wall,16979,midbrain ventricular layer
16976,midbrain lateral wall,16978,midbrain marginal layer
17791,midbrain meninges,19055,midbrain subarachnoid space
17791,midbrain meninges,17792,midbrain arachnoid mater
17791,midbrain meninges,17794,midbrain pia mater
17791,midbrain meninges,17793,midbrain dura mater
16981,midbrain roof plate,19052,midbrain rest of roof plate
16981,midbrain roof plate,19051,tectum
19055,midbrain subarachnoid space,19149,midbrain basal cistern
19055,midbrain subarachnoid space,19150,midbrain cisterna chiasmatica
17000,middle ear,35982,ossicle pre-cartilage condensation
17000,middle ear,17002,tubotympanic recess
17000,middle ear,18587,tensor tympani muscle
17000,middle ear,17824,ossicle
17000,middle ear,35979,ossicle cartilage condensation
17000,middle ear,17601,pharyngo-tympanic tube
17000,middle ear,17001,middle ear mesenchyme
17000,middle ear,35673,middle ear epithelium
17000,middle ear,18586,stapedius muscle
16255,midgut,18666,jejunum
16255,midgut,16721,midgut mesentery
16255,midgut,16570,midgut vascular element
16255,midgut,16257,midgut endoderm
16255,midgut,17036,midgut loop
16255,midgut,17193,midgut duodenum
16255,midgut,16569,midgut epithelium
16255,midgut,18377,midgut lumen
16255,midgut,17042,rest of midgut
16255,midgut,16256,midgut mesenchyme
19253,midgut derived large intestine,19261,midgut derived large intestine vascular element
19253,midgut derived large intestine,19258,midgut derived large intestine lumen
19253,midgut derived large intestine,19255,midgut derived large intestine mesenchyme
19253,midgut derived large intestine,19259,midgut derived large intestine mesentery
19253,midgut derived large intestine,19257,midgut derived large intestine epithelium
19259,midgut derived large intestine mesentery,19260,midgut derived large intestine dorsal mesentery
17193,midgut duodenum,17194,duodenum caudal part
17036,midgut loop,17041,midgut loop vascular element
17036,midgut loop,27123,midgut loop mucosa
17036,midgut loop,27129,midgut loop serosa
17036,midgut loop,18391,midgut loop lumen
17036,midgut loop,27125,midgut loop submucosa
17036,midgut loop,17039,midgut loop mesentery
17036,midgut loop,17037,midgut loop mesenchyme
17036,midgut loop,17038,midgut loop epithelium
17036,midgut loop,27127,midgut loop muscularis
17039,midgut loop mesentery,17040,midgut loop dorsal mesentery
27123,midgut loop mucosa,17038,midgut loop epithelium
27123,midgut loop mucosa,27133,midgut loop lamina propria
27123,midgut loop mucosa,27135,midgut loop muscularis mucosa
18377,midgut lumen,18392,rest of midgut lumen
16721,midgut mesentery,16722,midgut dorsal mesentery
35573,midline thalamic group,35666,paraventricular thalamic nucleus
35573,midline thalamic group,35602,nucleus reuniens
17871,mitral valve,18628,mitral valve leaflet
32897,molar,32881,molar mesenchyme
32897,molar,32878,molar epithelium
32897,molar,35576,molar dental pulp
32878,molar epithelium,32879,molar dental lamina
32878,molar epithelium,32880,molar enamel organ
32881,molar mesenchyme,32882,molar dental papilla
36045,morula-stage conceptus,16040,compacted morula
36045,morula-stage conceptus,16035,zona pellucida
36045,morula-stage conceptus,16034,second polar body
25765,mouse,25765,mouse
25765,mouse,36034,umbilical or vitelline vessel
25765,mouse,16039,embryo
25765,mouse,35868,tissue
25765,mouse,35178,body fluid or substance
25765,mouse,35949,organ
25765,mouse,36037,cavity or lining
25765,mouse,36031,body region
25765,mouse,16103,organ system
25765,mouse,36032,early embryo
25765,mouse,16042,extraembryonic component
25765,mouse,36040,conceptus
25765,mouse,36033,germ layer
16258,mouth-foregut junction,16259,buccopharyngeal membrane
16047,mural trophectoderm,16066,primary trophoblast giant cells
29270,muscle layer of ductus deferens,30055,circular muscle layer of ductus deferens
29270,muscle layer of ductus deferens,30057,longitudinal muscle layer of ductus deferens
30447,muscle layer of epididymis,29757,muscle layer of corpus of epididymis
30447,muscle layer of epididymis,29751,muscle layer of cauda of epididymis
30447,muscle layer of epididymis,29763,muscle layer of caput of epididymis
31264,muscle layer of infundibulum,31266,longitudinal muscle layer of infundibulum
31264,muscle layer of infundibulum,31268,circular muscle layer of infundibulum
30909,muscle layer of pelvic urethra,31576,muscle layer of ventral pelvic urethra
30909,muscle layer of pelvic urethra,31577,muscle layer of dorsal pelvic urethra
28771,muscle layer of pelvic urethra of female,31560,muscle layer of dorsal pelvic urethra of female
28771,muscle layer of pelvic urethra of female,31559,muscle layer of ventral pelvic urethra of female
28709,muscle layer of pelvic urethra of male,31556,muscle layer of dorsal pelvic urethra of male
28709,muscle layer of pelvic urethra of male,31555,muscle layer of ventral pelvic urethra of male
30956,muscle layer of prostatic urethra,32269,striated muscle layer of prostatic urethra
30956,muscle layer of prostatic urethra,32278,smooth muscle layer of prostatic urethra
30049,muscle layer of rest of oviduct,30053,longitudinal muscle layer of rest of oviduct
30049,muscle layer of rest of oviduct,30051,circular muscle layer of rest of oviduct
30997,muscular layer of vagina,29055,muscular layer of upper part of vagina
30997,muscular layer of vagina,29061,muscular layer of lower part of vagina
28619,muscularis mucosa of bladder,28625,muscularis mucosa of fundus
28619,muscularis mucosa of bladder,28631,muscularis mucosa of trigone
28619,muscularis mucosa of bladder,30137,muscularis mucosa of neck
35577,musculature,32717,smooth muscle tissue
35577,musculature,35578,skeletal musculature
35577,musculature,35733,respiratory system muscle
35577,musculature,35335,eye muscle
35577,musculature,32688,cardiac muscle tissue
35577,musculature,18187,integumental system muscle
32714,musculoskeletal system,35773,skeletal system
32714,musculoskeletal system,35578,skeletal musculature
17082,myelencephalon,16305,rhombomere 05
17082,myelencephalon,16297,rhombomere 03
17082,myelencephalon,17083,myelencephalon lateral wall
17082,myelencephalon,32820,rhombomere
17082,myelencephalon,17261,myelencephalon roof plate
17082,myelencephalon,16508,rhombomere 08
17082,myelencephalon,16504,rhombomere 07
17082,myelencephalon,16500,rhombomere 06
17082,myelencephalon,17260,myelencephalon floor plate
17082,myelencephalon,16301,rhombomere 04
17084,myelencephalon alar plate,17086,myelencephalon alar plate marginal layer
17084,myelencephalon alar plate,17085,myelencephalon alar plate mantle layer
17084,myelencephalon alar plate,17087,myelencephalon alar plate ventricular layer
17088,myelencephalon basal plate,17089,myelencephalon basal plate mantle layer
17088,myelencephalon basal plate,17091,myelencephalon basal plate ventricular layer
17088,myelencephalon basal plate,17090,myelencephalon basal plate marginal layer
17083,myelencephalon lateral wall,17084,myelencephalon alar plate
17083,myelencephalon lateral wall,32844,myelencephalon ventricular layer
17083,myelencephalon lateral wall,17088,myelencephalon basal plate
35580,nail,35581,nail bed
35580,nail,35583,nail plate
35580,nail,35582,nail matrix
17847,naris,17851,primary choana
17847,naris,17848,external naris
17847,naris,17849,posterior naris
17847,naris,35959,naris epithelium
17847,naris,18594,anterior naris
17604,nasal cavity,36026,nasal cavity mucosa
17604,nasal cavity,17605,nasal cavity epithelium
17605,nasal cavity epithelium,17606,nasal cavity olfactory epithelium
17605,nasal cavity epithelium,17607,nasal cavity respiratory epithelium
17605,nasal cavity epithelium,25090,serous gland epithelial component
36026,nasal cavity mucosa,36027,nasal cavity lamina propria
36026,nasal cavity mucosa,17607,nasal cavity respiratory epithelium
18593,nasal meatus,19276,superior nasal meatus
18593,nasal meatus,19277,middle nasal meatus
18593,nasal meatus,19278,inferior nasal meatus
16680,nasal process,35586,nasal process mesenchyme
16680,nasal process,35960,nasal process epithelium
16680,nasal process,35585,nasal process ectoderm
16680,nasal process,16802,frontal process
16680,nasal process,16681,fronto-nasal process
16680,nasal process,16805,latero-nasal process
16680,nasal process,16808,medial-nasal process
35585,nasal process ectoderm,16682,fronto-nasal process ectoderm
35585,nasal process ectoderm,16809,medial-nasal process ectoderm
35585,nasal process ectoderm,16806,latero-nasal process ectoderm
35585,nasal process ectoderm,16803,frontal process ectoderm
35586,nasal process mesenchyme,16683,fronto-nasal process mesenchyme
35586,nasal process mesenchyme,16807,latero-nasal process mesenchyme
35586,nasal process mesenchyme,16810,medial-nasal process mesenchyme
17608,nasal septum,35764,septal olfactory organ
17608,nasal septum,18443,nasal septum mesenchyme
17608,nasal septum,25091,nasal septum cartilage
17608,nasal septum,36028,nasal septum mucosa
17608,nasal septum,18442,nasal septum epithelium
36028,nasal septum mucosa,36029,nasal septum lamina propria
17670,nasopharynx,17673,nasopharynx vascular element
17670,nasopharynx,17672,nasopharynx epithelium
17670,nasopharynx,17671,nasopharynx mesenchyme
35587,neck,36050,neck muscle
36050,neck muscle,25130,pre-vertebral muscle of neck
32842,neocortex,35589,neocortex region
32842,neocortex,35588,neocortex layer
35588,neocortex layer,35255,cortical layer I
35588,neocortex layer,35257,cortical layer III
35588,neocortex layer,35259,cortical layer V
35588,neocortex layer,35260,cortical layer VI
35588,neocortex layer,35256,cortical layer II
35588,neocortex layer,35258,cortical layer IV
35589,neocortex region,35130,anterior medial cortex
35589,neocortex region,35745,retrohippocampal cortex
35589,neocortex region,35667,parietal cortex
35589,neocortex region,35604,occipital cortex
35589,neocortex region,35357,frontal cortex
35589,neocortex region,35682,perirhinal cortex
35589,neocortex region,35432,insular cortex
28425,nephric duct,27602,"nephric duct, pronephric portion"
28425,nephric duct,27591,"nephric duct, mesonephric portion"
28425,nephric duct,27599,"nephric duct, metanephric portion"
28429,nephric duct,17377,"nephric duct, metanephric portion"
28429,nephric duct,27663,"nephric duct, mesonephric portion"
28945,"nephric duct of female, rest of",28953,mesenchyme of rest of nephric duct of female
28945,"nephric duct of female, rest of",28949,epithelium of rest of nephric duct of female
29173,"nephric duct of male, rest of",29181,epithelium of rest of nephric duct of male
29173,"nephric duct of male, rest of",29177,mesenchyme of rest of nephric duct of male
27721,nephrogenic zone,27749,ureteric tip
27721,nephrogenic zone,27742,pretubular aggregate
27721,nephrogenic zone,17953,nephrogenic interstitium
27721,nephrogenic zone,27735,cap mesenchyme
27721,nephrogenic zone,31045,ureteric tree terminal branch excluding tip itself
31562,nephrogenic zone group,27673,pretubular aggregate
31562,nephrogenic zone group,27694,ureteric tip
31562,nephrogenic zone group,17645,cap mesenchyme
31562,nephrogenic zone group,31270,nephrogenic interstitium
31569,nerves of urethra,31523,nerve of pelvic urethra
31569,nerves of urethra,31524,nerve of phallic urethra
31569,nerves of urethra,31565,nerve of pelvic urethra of male
31569,nerves of urethra,31567,nerve of pelvic urethra of female
31569,nerves of urethra,31568,nerve of phallic urethra of male
31569,nerves of urethra,31551,nerve of phallic urethra of female
31533,nerves of urogenital sinus,31527,pelvic ganglion
31533,nerves of urogenital sinus,31528,nerve of urogenital sinus
16469,nervous system,16470,central nervous system
16469,nervous system,16753,tail nervous system
16469,nervous system,32846,ganglion
16469,nervous system,32808,nerve
16469,nervous system,16665,peripheral nervous system
16073,neural ectoderm,16089,future brain
16073,neural ectoderm,35593,neural plate
16073,neural ectoderm,16092,future spinal cord
32732,neural fold,32737,neural crest
16533,neural lumen,16534,neural luminal occlusion
35593,neural plate,35594,neural groove
35593,neural plate,32732,neural fold
18590,neural retina,35742,retina layer
16530,neural tube,16532,neural tube lateral wall
16530,neural tube,16757,tail neural tube
16530,neural tube,16533,neural lumen
16530,neural tube,16531,neural tube floor plate
16530,neural tube,16535,neural tube roof plate
16531,neural tube floor plate,32798,tail neural tube floor plate
16532,neural tube lateral wall,17152,neural tube ventricular layer
16532,neural tube lateral wall,17148,neural tube mantle layer
16532,neural tube lateral wall,17151,neural tube marginal layer
17148,neural tube mantle layer,17150,neural tube basal columns
17148,neural tube mantle layer,17149,neural tube alar columns
17519,neurohypophysis,17521,median eminence
17519,neurohypophysis,17520,neurohypophysis infundibulum
17519,neurohypophysis,35595,neurohypophysis pars nervosa
16542,nose,17608,nasal septum
16542,nose,17852,nasal capsule
16542,nose,16800,olfactory pit
16542,nose,35613,olfactory gland
16542,nose,35584,nasal mesenchyme
16542,nose,17670,nasopharynx
16542,nose,16543,olfactory placode
16542,nose,17847,naris
16542,nose,17604,nasal cavity
16542,nose,18593,nasal meatus
16542,nose,16679,naso-lacrimal groove
16542,nose,16680,nasal process
16542,nose,35958,nose epithelium
16542,nose,17853,naso-lacrimal duct
16542,nose,17612,vomeronasal organ
25112,occipital bone,25113,occipital bone squamous part
35604,occipital cortex,35758,secondary visual cortex
35604,occipital cortex,35708,primary visual cortex
32809,olfactory bulb,35607,olfactory bulb external plexiform layer
32809,olfactory bulb,35609,olfactory bulb granule cell layer
32809,olfactory bulb,35610,olfactory bulb internal plexiform layer
32809,olfactory bulb,35612,olfactory bulb subependymal zone
32809,olfactory bulb,35599,nucleus of lateral olfactory tract
32809,olfactory bulb,35608,olfactory bulb glomerular layer
32809,olfactory bulb,35847,taenia tecta
32809,olfactory bulb,35611,olfactory bulb mitral cell layer
32809,olfactory bulb,35614,olfactory nerve layer
17779,olfactory cortex,32767,piriform cortex
17779,olfactory cortex,35615,olfactory tract
17779,olfactory cortex,35131,anterior olfactory nucleus
17779,olfactory cortex,35616,olfactory tubercle
17779,olfactory cortex,17780,olfactory cortex mantle layer
17779,olfactory cortex,17782,olfactory cortex ventricular layer
17779,olfactory cortex,32794,olfactory cortex subventricular zone
17779,olfactory cortex,35311,endopiriform nucleus
17779,olfactory cortex,17781,olfactory cortex marginal layer
17778,olfactory lobe,35106,accessory olfactory bulb
17778,olfactory lobe,17779,olfactory cortex
17778,olfactory lobe,32809,olfactory bulb
16800,olfactory pit,16801,nasal epithelium
36004,olfactory system,16542,nose
35616,olfactory tubercle,35452,islands of Calleja
16889,omental bursa,16890,omental bursa mesothelium
16889,omental bursa,18049,omental bursa superior recess
16889,omental bursa,18461,omental bursa cavity
16889,omental bursa,18048,omental bursa inferior recess
16890,omental bursa mesothelium,16891,omental bursa parietal mesothelium
16674,optic cup,16677,optic cup outer layer
16674,optic cup,16676,optic cup intraretinal space
16674,optic cup,16675,optic cup inner layer
16322,optic eminence,16323,optic eminence ectoderm
16322,optic eminence,16539,optic eminence surface ectoderm
16322,optic eminence,16324,optic eminence mesenchyme
17575,optic II nerve,35617,optic tract
16325,optic pit,16326,optic pit neural ectoderm
16678,optic stalk,17846,optic nerve
16678,optic stalk,17166,optic fissure
16678,optic stalk,18238,optic disc
16199,optic sulcus,16200,optic sulcus neural ectoderm
16540,optic vesicle,16541,optic vesicle neural ectoderm
26937,oral mucosa,26942,oral epithelium
26937,oral mucosa,26947,oral lamina propria
16262,oral region,16724,future adenohypophysis
16262,oral region,17359,maxillary process
16262,oral region,18399,oral region cavity
16262,oral region,18812,submandibular gland
16262,oral region,35871,tonsil
16262,oral region,16263,stomatodeum
16262,oral region,32901,jaw primordium
16262,oral region,17355,mandibular process
16262,oral region,16723,oral region gland
16262,oral region,35574,minor salivary gland
16262,oral region,17354,epiglottal primordium
16262,oral region,26952,oral region muscularis
16262,oral region,18289,epiglottis
16262,oral region,35643,palatine gland
16262,oral region,18961,sublingual caruncle
16262,oral region,18537,parotid gland
16262,oral region,16726,oral region rest of ectoderm
16262,oral region,17411,oral cavity
16262,oral region,32905,jaw
16262,oral region,26937,oral mucosa
16262,oral region,17200,oronasal cavity
16262,oral region,35618,oral region mesenchyme
16262,oral region,18809,sublingual gland
16262,oral region,17751,salivary gland
16262,oral region,16839,oral region epithelium
18717,orbital fissure,18718,superior orbital fissure
16103,organ system,16246,alimentary system
16103,organ system,16192,sensory organ system
16103,organ system,17381,reproductive system
16103,organ system,35329,exocrine system
16103,organ system,35577,musculature
16103,organ system,32714,musculoskeletal system
16103,organ system,18425,gland
16103,organ system,16727,respiratory system
16103,organ system,35306,endocrine system
16103,organ system,35949,organ
16103,organ system,16840,liver and biliary system
16103,organ system,16245,visceral organ system
16103,organ system,16469,nervous system
16103,organ system,16367,genitourinary system
16103,organ system,17524,integumental system
16103,organ system,17366,urinary system
16103,organ system,16104,cardiovascular system
16103,organ system,18765,hemolymphoid system
25094,oropharynx,25095,oropharynx gland
25095,oropharynx gland,25096,oropharynx gland duct
35620,osseus cochlea,35622,osseus spiral lamina
35620,osseus cochlea,35621,osseus cochlear canal
35620,osseus cochlea,35575,modiolus
17824,ossicle,17825,incus pre-cartilage condensation
17824,ossicle,17827,stapes pre-cartilage condensation
17824,ossicle,18584,malleus
17824,ossicle,18229,malleus cartilage condensation
17824,ossicle,18230,stapes cartilage condensation
17824,ossicle,17826,malleus pre-cartilage condensation
17824,ossicle,18585,stapes
17824,ossicle,18583,incus
17824,ossicle,18228,incus cartilage condensation
16536,otic pit,16538,otic pit epithelium
16536,otic pit,16537,otic pit mesenchyme
16536,otic pit,18446,otic pit lumen
16195,otic placode,16197,otic placode epithelium
16195,otic placode,16196,otic placode mesenchyme
16669,otocyst,16671,otocyst epithelium
16669,otocyst,16994,endolymphatic appendage
16669,otocyst,16997,rest of otocyst
16669,otocyst,16670,otocyst mesenchyme
16669,otocyst,25363,otocyst lumen
16671,otocyst epithelium,16999,rest of otocyst epithelium
16991,outer ear,35956,outer ear epithelium
16991,outer ear,17588,external auditory meatus
16991,outer ear,35157,auricle
16991,outer ear,17281,future tympanic membrane
16991,outer ear,19062,tympanic membrane
16991,outer ear,17589,pinna
16991,outer ear,35301,ear skin
16991,outer ear,17280,auditory hillocks
16991,outer ear,16992,branchial membrane
31384,outer medullary fibroblast,31430,periarterial fibroblasts of outer medulla
31384,outer medullary fibroblast,31428,peritubular fibroblasts of outer medulla
28337,outer medullary interstitium,31389,resident macrophage of the outer medulla
28337,outer medullary interstitium,31384,outer medullary fibroblast
28337,outer medullary interstitium,31394,rest of outer medullary interstitium
28310,outer renal medulla,35461,kidney outer medulla peritubular capillary
28310,outer renal medulla,28337,outer medullary interstitium
28310,outer renal medulla,29675,inner stripe of outer medulla
28310,outer renal medulla,28346,outer medullary collecting duct
28310,outer renal medulla,29663,outer stripe of outer medulla
28310,outer renal medulla,28322,"loop of Henle, outer medullary portion"
29663,outer stripe of outer medulla,29665,loop of Henle of outer stripe of outer medulla
16346,outflow tract,16347,outflow tract cardiac jelly
16346,outflow tract,16349,outflow tract mesenchyme
16346,outflow tract,17330,outflow tract pulmonary component
16346,outflow tract,16827,aortico-pulmonary spiral septum
16346,outflow tract,16348,outflow tract endocardial tube
16346,outflow tract,35623,outflow tract cardiac muscle
16346,outflow tract,17329,outflow tract aortic component
17330,outflow tract pulmonary component,35624,outflow tract pulmonary component distal part
17330,outflow tract pulmonary component,17619,outflow tract pulmonary component proximal part
17962,ovary,29886,corpus luteum
17962,ovary,17966,rete ovarii of ovary
17962,ovary,35634,ovary stroma
17962,ovary,35626,ovary capsule
17962,ovary,17963,surface epithelium of ovary
17962,ovary,35631,ovary primary follicle
17962,ovary,30522,tunica albuginea of ovary
17962,ovary,29880,ovary ruptured follicle
17962,ovary,29631,vasculature of the ovary
17962,ovary,35628,ovary growing follicle
17962,ovary,29888,corpus albicans
17962,ovary,17965,germ cell of ovary
17962,ovary,31025,meiotic oocyte
17962,ovary,35632,ovary secondary follicle
17962,ovary,35630,ovary preantral follicle
17962,ovary,35625,ovary antral follicle
17962,ovary,31058,ovigerous cord
17962,ovary,28888,developing vasculature of ovary
17962,ovary,35636,ovary theca
17962,ovary,28880,mesenchymal stroma of ovary
17962,ovary,30763,ovary tertiary follicle
17962,ovary,30777,Graafian follicle
17962,ovary,35627,ovary follicle
17962,ovary,29874,atretic follicle
17962,ovary,35051,nerve of ovary
17962,ovary,30755,ovary primordial follicle
17962,ovary,35629,ovary mature follicle
35627,ovary follicle,35633,ovary stratum granulosum
35631,ovary primary follicle,29065,primary oocyte of primary follicle
35631,ovary primary follicle,29067,follicle cell of primary follicle
30755,ovary primordial follicle,30757,oocyte of primordial follicle
30755,ovary primordial follicle,31247,follicle cell of primordial follicle
29880,ovary ruptured follicle,29882,theca of ruptured follicle
29880,ovary ruptured follicle,29884,germinal cell of ruptured follicle
29880,ovary ruptured follicle,31262,granulosa of ruptured follicle
35632,ovary secondary follicle,29864,oocyte of secondary follicle
35632,ovary secondary follicle,29866,follicle cell of secondary follicle
35632,ovary secondary follicle,29872,theca of secondary follicle
35633,ovary stratum granulosum,35267,cumulus oophorus
30763,ovary tertiary follicle,30767,follicle cell of tertiary follicle
30763,ovary tertiary follicle,30769,theca of tertiary follicle
30763,ovary tertiary follicle,30771,antrum of tertiary follicle
30763,ovary tertiary follicle,30765,oocyte of tertiary follicle
18984,oviduct,29049,outer layer of oviduct
18984,oviduct,29046,muscle layer of oviduct
18984,oviduct,30809,vasculature of oviduct
18984,oviduct,31214,developing vasculature of oviduct
18984,oviduct,29897,oviduct infundibulum
