id,name,accession
3410,Nipsnap1,MGI:1278344
3411,Mapk11,MGI:1338024
3412,Tmx2,MGI:1914208
3413,Dpp6,MGI:94921
3414,Pcyt1b,MGI:2147987
3415,Smap2,MGI:1917030
3416,Trim62,MGI:1914775
3417,Zc4h2,MGI:2679294
3418,Reep1,MGI:1098827
3419,Ppp1r2,MGI:1914099
3420,BC005764,MGI:2388640
3421,Gabbr1,MGI:1860139
3422,Wdr37,MGI:1920393
3423,Nob1,MGI:1914869
3424,Pnmal2,MGI:3645856
3425,Strbp,MGI:104626
3426,Cxx1b,MGI:3576504
3427,Cxx1a,MGI:1913408
3428,Trio,MGI:1927230
3429,1700001L19Rik,MGI:1916565
3430,Klraq1,MGI:1921075
3431,Pcdhb4,MGI:2136738
3432,Epb4.9,MGI:99670
3433,Fbxo25,MGI:1914072
3434,Gigyf1,MGI:1888677
3435,Pdxp,MGI:1919282
3436,Rev3l,MGI:1337131
3437,Ptpn5,MGI:97807
3438,Hdgfl1,MGI:1194493
3439,Nfasc,MGI:104753
3440,Pdzd4,MGI:2443483
3441,Csrnp3,MGI:1925021
3442,Dclk2,MGI:1918012
3443,Wnk2,MGI:1922857
3444,Klc1,MGI:107978
3445,Ptprs,MGI:97815
3446,Syt16,MGI:2673872
3447,Lrrc7,MGI:2676665
3448,Atp8a2,MGI:1354710
3449,Pclo,MGI:1349390
3450,Atat1,MGI:1913869
3451,Syt5,MGI:1926368
3452,Mapk10,MGI:1346863
3453,Zwint,MGI:1289227
3454,Pafah1b1,MGI:109520
3455,Wdfy3,MGI:1096875
3456,Pak6,MGI:2679420
3457,X99384,MGI:1351623
3458,Ttyh2,MGI:2157091
3459,Pisd-ps3,MGI:1914026
3460,Tmem63b,MGI:2387609
3461,Acat3,MGI:109182
3462,Gm5577,MGI:3648213
3463,Tmem130,MGI:3607706
3464,Gcfc1,MGI:1914617
3465,Foxe3,MGI:1353569
3466,Bmp6,MGI:88182
3467,Mab21l2,MGI:1346022
3468,Hbegf,MGI:96070
3469,Mia3,MGI:2443183
3470,Sbf2,MGI:1921831
3471,Fzd8,MGI:108460
3472,Mif,MGI:96982
3473,Ptn,MGI:97804
3474,Slc25a13,MGI:1354721
3475,Elavl1,MGI:1100851
3476,Ywhah,MGI:109194
3477,Gpx4,MGI:104767
3478,Ndufv3,MGI:1890894
3479,Tiparp,MGI:2159210
3480,Ror1,MGI:1347520
3481,Ror2,MGI:1347521
3482,Bambi,MGI:1915260
3483,Akr1a1,MGI:1929955
3484,Ext2,MGI:108050
3485,Ext1,MGI:894663
3486,Cdh22,MGI:1341843
3487,Dact3,MGI:3654828
3488,Scube3,MGI:3045253
3489,Fzd4,MGI:108520
3490,Mmp3,MGI:97010
3491,Map2k5,MGI:1346345
3492,Mga,MGI:1352483
3493,Mib1,MGI:2443157
3494,Asxl1,MGI:2684063
3495,Nek2,MGI:109359
3496,Casp8,MGI:1261423
3497,Ccdc88a,MGI:1925177
3498,Olfml3,MGI:1914877
3499,Prodh,MGI:97770
3500,Rab23,MGI:99833
3501,Disp1,MGI:1916147
3502,Dusp22,MGI:1915926
3503,Sox11,MGI:98359
3504,Sphk2,MGI:1861380
3505,Uchl3,MGI:1355274
3506,Vcp,MGI:99919
3507,Efna2,MGI:102707
3508,Enah,MGI:108360
3509,Fasn,MGI:95485
3510,Hhat,MGI:2444681
3511,Hnrnpd,MGI:101947
3512,Igf2bp1,MGI:1890357
3513,Gas1,MGI:95655
3514,Capn2,MGI:88264
3515,Zfand5,MGI:1278334
3516,Sgpl1,MGI:1261415
3517,2610005L07Rik,MGI:1914283
3518,Sorl1,MGI:1202296
3519,Pdgfra,MGI:97530
3520,Csk,MGI:88537
3521,Kremen1,MGI:1933988
3522,Extl1,MGI:1888742
3523,Fzd1,MGI:1196625
3524,2810417H13Rik,MGI:1915276
3525,Cdh15,MGI:106672
3526,Ubr1,MGI:1277977
3527,Urb1,MGI:2146468
3528,Lingo3,MGI:3609246
3529,Schip1,MGI:1353557
3530,Kremen2,MGI:1920266
3531,Fgfr2,MGI:95523
3532,Magi2,MGI:1354953
3533,Mapk3,MGI:1346859
3534,Igf1,MGI:96432
3535,Map1lc3b,MGI:1914693
3536,Prtg,MGI:2444710
3537,Lgals3,MGI:96778
3538,Ppp1r14a,MGI:1931139
3539,Etv4,MGI:99423
3540,Chrd,MGI:1313268
3541,Wfdc2,MGI:1914951
3542,Pttg1ip,MGI:2652132
3543,Htr2b,MGI:109323
3544,Nbl1,MGI:104591
3545,Prkd3,MGI:1922542
3546,Dixdc1,MGI:2679721
3547,Ifitm3,MGI:1913391
3548,Tmem121,MGI:1916445
3549,Dapk1,MGI:1916885
3550,Lrp4,MGI:2442252
3551,Lrrn1,MGI:106038
3552,Marcksl1,MGI:97143
3553,Nf2,MGI:97307
3554,Ccnd1,MGI:88313
3555,Ovol2,MGI:1338039
3556,Cops8,MGI:1915363
3557,Dab2,MGI:109175
3558,Zeb1,MGI:1344313
3559,Ociad1,MGI:1915345
3560,Epo,MGI:95407
3561,Fkbp3,MGI:1353460
3562,Flt4,MGI:95561
3563,Cstb,MGI:109514
3564,Cldn17,MGI:2652030
3565,Adamts5,MGI:1346321
3566,Zfp69,MGI:107794
3567,Pcdh12,MGI:1855700
3568,Slc22a23,MGI:1920352
3569,Tmem204,MGI:3039635
3570,Dpp4,MGI:94919
3571,Dusp7,MGI:2387100
3572,Adamts1,MGI:109249
3573,Abcc1,MGI:102676
3574,Cbr3,MGI:1309992
3575,Pdxk,MGI:1351869
3576,Pigp,MGI:1860433
3577,Tmem50b,MGI:1925225
3578,Ipmk,MGI:1916968
3579,Zscan10,MGI:3040700
3580,Klhl30,MGI:1918038
3581,Sept9,MGI:1858222
3582,Rwdd2b,MGI:1858215
3583,Spint1,MGI:1338033
3584,Efna4,MGI:106643
3585,Esam,MGI:1916774
3586,Lss,MGI:1336155
3587,Rcan1,MGI:1890564
3588,Chd2,MGI:2448567
3589,Tdgf1,MGI:98658
3590,Slc47a1,MGI:1914723
3591,Mrpl23,MGI:1196612
3592,Gas6,MGI:95660
3593,Bmp10,MGI:1338820
3594,Igsf5,MGI:1919308
3595,Dnmt3b,MGI:1261819
3596,Hook2,MGI:2181664
3597,Casp8ap2,MGI:1349399
3598,Sel1l3,MGI:1916941
3599,Mettl16,MGI:1914743
3600,1700011H14Rik,MGI:1914332
3601,Stac2,MGI:2144518
3602,Slc13a1,MGI:1859937
3603,Serpina1c,MGI:891969
3604,C1s,MGI:1355312
3605,Rprd1a,MGI:2385066
3606,Anxa11,MGI:108481
3607,Cpsf4,MGI:1861602
3608,Fxyd2,MGI:1195260
3609,Ppp1r3c,MGI:1858229
3610,Grtp1,MGI:1914040
3611,Cyp7b1,MGI:104978
3612,Hmgn1,MGI:96120
3613,Sepsecs,MGI:1098791
3614,Gprc5a,MGI:1891250
3615,Cnot6l,MGI:2443154
3616,Rogdi,MGI:1913299
3617,Pter,MGI:107372
3618,Rg9mtd1,MGI:1196261
3619,Slc6a13,MGI:95629
3620,Fggy,MGI:1922828
3621,Ly6a,MGI:107527
3622,Clic5,MGI:1917912
3623,Gpn2,MGI:2140368
3624,Zfp87,MGI:107768
3625,Ager,MGI:893592
3626,Rassf9,MGI:2384307
3627,Mal,MGI:892970
3628,Nacc2,MGI:1915241
3629,Rnase4,MGI:1926217
3630,Clrn3,MGI:2142022
3631,Pbld2,MGI:1914557
3632,Ddx58,MGI:2442858
3633,Map3k1,MGI:1346872
3634,Cldn2,MGI:1276110
3635,Kcna5,MGI:96662
3636,A4galt,MGI:3512453
3637,Thsd7a,MGI:2685683
3638,Cdh16,MGI:106671
3639,Pdzk1,MGI:1928901
3640,Psph,MGI:97788
3641,Rhcg,MGI:1888517
3642,Slc35b4,MGI:1931249
3643,Tmem8,MGI:1926283
3644,Dnajc22,MGI:1920028
3645,Serpina1b,MGI:891970
3646,Fam149a,MGI:2387177
3647,Klhdc7a,MGI:2444612
3648,Car4,MGI:1096574
3649,Mep1a,MGI:96963
3650,Plscr1,MGI:893575
3651,Adamts16,MGI:2429637
3652,Aldob,MGI:87995
3653,Cndp1,MGI:2451097
3654,BC025446,MGI:2385015
3655,Rab3ip,MGI:105933
3656,Serpina1a,MGI:891971
3657,Myo7b,MGI:107709
3658,Slc17a4,MGI:2442850
3659,Fam132a,MGI:1914639
3660,Vil1,MGI:98930
3661,Tcn2,MGI:98534
3662,Bex4,MGI:3606746
3663,Thnsl2,MGI:3041254
3664,Ugt1a7c,MGI:3032636
3665,Lrpap1,MGI:96829
3666,Lrp2,MGI:95794
3667,Amacr,MGI:1098273
3668,Ano1,MGI:2142149
3669,Epb4.1l5,MGI:103006
3670,Arg1,MGI:88070
3671,Clmn,MGI:2136957
3672,Mapt,MGI:97180
3673,Acp1,MGI:87881
3674,Pola2,MGI:99690
3675,H2-T9,MGI:95965
3676,Rcsd1,MGI:2676394
3677,Steap2,MGI:1921301
3678,Tinag,MGI:1349477
3679,AI428936,MGI:2141950
3680,Tmem176b,MGI:1916348
3681,Gcnt1,MGI:95676
3682,Tnnc1,MGI:98779
3683,Ugt2b38,MGI:2140794
3684,Qprt,MGI:1914625
3685,Wt1,MGI:98968
3686,Acta2,MGI:87909
3687,Tll1,MGI:106923
3688,Alcam,MGI:1313266
3689,Vegfc,MGI:109124
3690,Myh9,MGI:107717
3691,Plxnd1,MGI:2154244
3692,Reck,MGI:1855698
3693,Hspb1,MGI:96240
3694,Rasgrp3,MGI:3028579
3695,Sema4a,MGI:107560
3696,Ptprg,MGI:97814
3697,Axl,MGI:1347244
3698,Igf2r,MGI:96435
3699,Serpinf1,MGI:108080
3700,Nde1,MGI:1914453
3701,Hist2h2aa2,MGI:2448283
3702,Tyms,MGI:98878
3703,Tln1,MGI:1099832
3704,Vwf,MGI:98941
3705,Pif1,MGI:2143057
3706,Slbp,MGI:108402
3707,Fgg,MGI:95526
3708,Kdelr3,MGI:2145953
3709,Klhl6,MGI:2686922
3710,Sepp1,MGI:894288
3711,Vezf1,MGI:1313291
3712,Sparc,MGI:98373
3713,Gja4,MGI:95715
3714,Pecam1,MGI:97537
3715,Bcas3,MGI:2385848
3716,Apcdd1,MGI:3513977
3717,Adm,MGI:108058
3718,Plau,MGI:97611
3719,Robo4,MGI:1921394
3720,Eng,MGI:95392
3721,Flt1,MGI:95558
3722,Icam2,MGI:96394
3723,Itga2b,MGI:96601
3724,F11r,MGI:1321398
3725,Tnfrsf19,MGI:1352474
3726,Meg3,MGI:1202886
3727,Smad9,MGI:1859993
3728,Muc16,MGI:1920982
3729,Enc1,MGI:109610
3730,Cdc25b,MGI:99701
3731,2010317E24Rik,MGI:1919330
3732,Vcan,MGI:102889
3733,Mmp17,MGI:1346076
3734,Tubgcp2,MGI:1921487
3735,Ugt3a1,MGI:2146055
3736,Asnsd1,MGI:1917646
3737,1700019N12Rik,MGI:1914327
3738,Hmx3,MGI:107160
3739,Elk4,MGI:102853
3740,Creg1,MGI:1344382
3741,Med14,MGI:1349442
3742,Polr1e,MGI:1929022
3743,E2f3,MGI:1096340
3744,Fhl4,MGI:1338765
3745,Prickle3,MGI:1859635
3746,Lpxn,MGI:2147677
3747,Jub,MGI:1341886
3748,Pou2f3,MGI:102565
3749,Tnxb,MGI:1932137
3750,Lhx6,MGI:1306803
3751,Tcf20,MGI:108399
3752,Zfp91,MGI:104854
3753,Baz1a,MGI:1309478
3754,Rnf112,MGI:106611
3755,Zscan5b,MGI:2159640
3756,Mkrn2,MGI:1914277
3757,Zmynd19,MGI:1914437
3758,Zfp746,MGI:1916478
3759,Rfpl4,MGI:2149590
3760,Trim59,MGI:1914199
3761,Birc6,MGI:1276108
3762,Rnf103,MGI:109483
3763,Birc5,MGI:1203517
3764,Hic1,MGI:1338010
3765,Mlxip,MGI:2141183
3766,Mesp1,MGI:107785
3767,Max,MGI:96921
3768,Rnf10,MGI:1859162
3769,Rnf13,MGI:1346341
3770,Rnf17,MGI:1353419
3771,Rnf19a,MGI:1353623
3772,Trim39,MGI:1890659
3773,Rnf25,MGI:1890215
3774,Trim60,MGI:2387430
3775,Trim61,MGI:2387432
3776,Rnf41,MGI:1914838
3777,Rnf113a1,MGI:1917192
3778,Trim8,MGI:1933302
3779,Trim21,MGI:106657
3780,Kdm5b,MGI:1922855
3781,Zmym4,MGI:1915035
3782,Zfp369,MGI:2176229
3783,Rffl,MGI:1914588
3784,Pcgf5,MGI:1923505
3785,Rnf220,MGI:1913993
3786,Rnf128,MGI:1914139
3787,Rnf167,MGI:1917760
3788,Rnf135,MGI:1919206
3789,Mpnd,MGI:1915297
3790,Psmd14,MGI:1913284
3791,Zc3h8,MGI:1930128
3792,Vps26b,MGI:1917656
3793,Rnf114,MGI:1933159
3794,Arid1a,MGI:1935147
3795,Lmcd1,MGI:1353635
3796,Zfp212,MGI:2682609
3797,Zfand6,MGI:1929510
3798,L3mbtl1,MGI:2676663
3799,Kbtbd8,MGI:2661430
3800,Rnf146,MGI:1915281
3801,Aggf1,MGI:1913799
3802,Anapc11,MGI:1913406
3803,Jmjd5,MGI:1924285
3804,Rpl14,MGI:1914365
3805,Trp53rk,MGI:1914050
3806,Zfp111,MGI:1929114
3807,Zfp112,MGI:1929115
3808,Zfp235,MGI:1929117
3809,Zfp825,MGI:2385315
3810,Zyx,MGI:103072
3811,Polr2i,MGI:1917170
3812,Hook3,MGI:2443554
3813,Zbtb44,MGI:1925123
3814,Rbm22,MGI:1914060
3815,Klhl5,MGI:1919028
3816,Thap3,MGI:1917126
3817,Dido1,MGI:1344352
3818,Sp110,MGI:1923364
3819,Plxnc1,MGI:1890127
3820,Exoc2,MGI:1913732
3821,Pkhd1l1,MGI:2183153
3822,Plxna1,MGI:107685
3823,Plxna2,MGI:107684
3824,Igbp1b,MGI:1354380
3825,Zfp64,MGI:107342
3826,Ablim1,MGI:1194500
3827,Kbtbd3,MGI:1916399
3828,Zfp830,MGI:1914233
3829,Pgr,MGI:97567
3830,Zfml,MGI:1203484
3831,Pxmp3,MGI:107486
3832,Timm8b,MGI:1353424
3833,Zfp217,MGI:2685408
3834,Zfp59,MGI:99206
3835,Nanog,MGI:1919200
3836,Zfp71-rs1,MGI:107769
3837,Lasp1,MGI:109656
3838,Crip3,MGI:2152434
3839,D17H6S56E-5,MGI:1306799
3840,Zfp821,MGI:1923121
3841,Npas3,MGI:1351610
3842,Bach2,MGI:894679
3843,Nfatc3,MGI:103296
3844,Rtn4,MGI:1915835
3845,Cux1,MGI:88568
3846,Kctd5,MGI:1916509
3847,Bptf,MGI:2444008
3848,Rad54l2,MGI:1933196
3849,Foxd3,MGI:1347473
3850,Foxd4,MGI:1347467
3851,Foxo4,MGI:1891915
3852,Nr2c2,MGI:1352466
3853,Phox2a,MGI:106633
3854,Hoxb2,MGI:96183
3855,Nkx6-2,MGI:1352738
3856,Dbx2,MGI:107445
3857,Elk3,MGI:101762
3858,Hoxb9,MGI:96190
3859,Elf5,MGI:1335079
3860,Ttf1,MGI:105044
3861,Sra1,MGI:1344414
3862,Nsd1,MGI:1276545
3863,Uncx,MGI:108013
3864,Zhx1,MGI:109271
3865,Sp1,MGI:98372
3866,Crem,MGI:88495
3867,Mrps25,MGI:1928140
3868,2010315B03Rik,MGI:1919321
3869,Birc3,MGI:1197007
3870,Zfp820,MGI:1922674
3871,Zfp341,MGI:2682937
3872,Rbak,MGI:1927369
3873,Zfp583,MGI:2682297
3874,Xiap,MGI:107572
3875,Mkrn1,MGI:1859353
3876,Rnf187,MGI:1914224
3877,Ikzf3,MGI:1342542
3878,Naip6,MGI:1298222
3879,Egln1,MGI:1932286
3880,Met,MGI:96969
3881,Fhl3,MGI:1341092
3882,Ldb3,MGI:1344412
3883,Six2,MGI:102778
3884,Six4,MGI:106034
3885,Otp,MGI:99835
3886,Pou2f1,MGI:101898
3887,Pou3f3,MGI:102564
3888,Brd2,MGI:99495
3889,Brd4,MGI:1888520
3890,Baz2a,MGI:2151152
3891,Baz2b,MGI:2442782
3892,Baz1b,MGI:1353499
3893,Brd7,MGI:1349766
3894,Esx1,MGI:1096388
3895,Pax2,MGI:97486
3896,Pax4,MGI:97488
3897,Mad2l1,MGI:1860374
3898,Tcf7l1,MGI:1202876
3899,Zfp185,MGI:108095
3900,Zfp259,MGI:1330262
3901,Zfp358,MGI:2153740
3902,Rnf130,MGI:1891717
3903,Myt1l,MGI:1100511
3904,Zfp787,MGI:1914359
3905,Rnf168,MGI:1917488
3906,Lpp,MGI:2441849
3907,Qrich1,MGI:1916482
3908,Rlf,MGI:1924705
3909,Spryd4,MGI:1913951
3910,Prickle1,MGI:1916034
3911,Kdm4a,MGI:2446210
3912,Zfp862,MGI:1889827
3913,Mecom,MGI:95457
3914,Evi2a,MGI:95458
3915,Hivep3,MGI:106589
3916,Naip5,MGI:1298220
3917,Naip2,MGI:1298226
3918,Zfp97,MGI:105921
3919,Bop1,MGI:1334460
3920,Otub1,MGI:2147616
3921,Arid4b,MGI:2137512
3922,Mesp2,MGI:1096325
3923,Cttn,MGI:99695
3924,Rnf6,MGI:1921382
3925,Rnf7,MGI:1337096
3926,Rnf20,MGI:1925927
3927,Rnf26,MGI:2388131
3928,Ndrg3,MGI:1352499
3929,Rnf32,MGI:1861747
3930,Rnf34,MGI:2153340
3931,Trim69,MGI:1918178
3932,Rnf40,MGI:2142048
3933,Rnf44,MGI:2145310
3934,Rnf115,MGI:1915095
3935,Syap1,MGI:1914293
3936,Trim10,MGI:1338757
3937,Trim11,MGI:2137355
3938,Trim12a,MGI:1923931
3939,Trim13,MGI:1913847
3940,Trim16,MGI:2137356
3941,Trim26,MGI:1337056
3942,Trim32,MGI:1917057
3943,Trim33,MGI:2137357
3944,Trim34a,MGI:2137359
3945,Kdm5d,MGI:99780
3946,Mta1,MGI:2150037
3947,Ubox5,MGI:2154658
3948,Cgrrf1,MGI:1916368
3949,Znrf1,MGI:2177308
3950,4930555K19Rik,MGI:1922612
3951,Rnf121,MGI:1922462
3952,Asf1a,MGI:1913653
3953,Brcc3,MGI:2389572
3954,Stambp,MGI:1917777
3955,Eif3f,MGI:1913335
3956,Cops6,MGI:1349439
3957,Parn,MGI:1921358
3958,Cse1l,MGI:1339951
3959,Pole4,MGI:1914229
3960,Btn1a1,MGI:103118
3961,Dtx3,MGI:2135752
3962,Krba1,MGI:1925077
3963,Zmym5,MGI:3041170
3964,Lims2,MGI:2385067
3965,Zfp454,MGI:2679253
3966,Bud31,MGI:2141291
3967,Dbf4,MGI:1351328
3968,Wdfy2,MGI:2442811
3969,Zfyve16,MGI:2145181
3970,Eea1,MGI:2442192
3971,Fbxo11,MGI:2147134
3972,Zcchc14,MGI:2159407
3973,Brap,MGI:1919649
3974,Fgd5,MGI:2443369
3975,Zfp809,MGI:2143362
3976,Klhl12,MGI:2385619
3977,Klhl9,MGI:2180122
3978,Zfp563,MGI:2677168
3979,Mbd1,MGI:1333811
3980,Eif5,MGI:95309
3981,Nbr1,MGI:108498
3982,Zmat2,MGI:1913742
3983,Nif3l1,MGI:1929485
3984,Snf8,MGI:1343161
3985,Chek2,MGI:1355321
3986,Kif1b,MGI:108426
3987,Mcrs1,MGI:1858420
3988,Nbn,MGI:1351625
3989,Mki67,MGI:106035
3990,Lyl1,MGI:96891
3991,Mllt4,MGI:1314653
3992,Mid2,MGI:1344333
3993,Mrpl24,MGI:1914957
3994,Zfp109,MGI:1929099
3995,Zfp213,MGI:3053094
3996,Zfp236,MGI:1926950
3997,Repin1,MGI:1889817
3998,Rfwd2,MGI:1347046
3999,Mll1,MGI:96995
4000,Zmat5,MGI:1914428
4001,Tut1,MGI:1917294
4002,Anubl1,MGI:1914742
4003,Prdm4,MGI:1920093
4004,Zzz3,MGI:1920453
4005,Rnf145,MGI:1921565
4006,Zc3h6,MGI:1926001
4007,Rnf43,MGI:2442609
4008,Thap1,MGI:1921004
4009,Spopl,MGI:1924107
4010,Rnf139,MGI:1923091
4011,Zbbx,MGI:2674085
4012,Zfyve20,MGI:1925537
4013,Trim14,MGI:1921985
4014,Zfp747,MGI:2443581
4015,Phf20,MGI:2444148
4016,Btbd7,MGI:1917858
4017,Zfp251,MGI:1918841
4018,Phf15,MGI:1924151
4019,Zfp580,MGI:1916242
4020,Rnf149,MGI:2677438
4021,Rbm26,MGI:1921463
4022,Thap7,MGI:1916259
4023,Klhl21,MGI:1919288
4024,Pcbd2,MGI:1919812
4025,Mterfd1,MGI:1913660
4026,Paf1,MGI:1923988
4027,Piwil1,MGI:1928897
4028,Piwil2,MGI:1930036
4029,Cops3,MGI:1349409
4030,Atoh7,MGI:1355553
4031,Zfx,MGI:99211
4032,Abcd1,MGI:1349215
4033,Igbp1,MGI:1346500
4034,Thap4,MGI:1914276
4035,Zfand1,MGI:1913611
4036,Kbtbd5,MGI:1919580
4037,2610021A01Rik,MGI:1922662
4038,Myst3,MGI:2442415
4039,Ibtk,MGI:1918677
4040,Pikfyve,MGI:1335106
4041,Pja1,MGI:1101765
4042,Rad18,MGI:1890476
4043,Rbm4,MGI:1100865
4044,Top3a,MGI:1197527
4045,Zdhhc3,MGI:1926134
4046,Zdhhc7,MGI:2142662
4047,Zfp36l2,MGI:107945
4048,Ggnbp2,MGI:2387356
4049,Zim3,MGI:2151058
4050,Lbx2,MGI:1342288
4051,Obox4,MGI:2149034
4052,Obox5,MGI:2149035
4053,Obox6,MGI:2149036
4054,St6gal2,MGI:2445190
4055,Dcun1d3,MGI:2679003
4056,Csrp3,MGI:1330824
4057,Ctdsp1,MGI:2654470
4058,Nrap,MGI:1098765
4059,Sin3a,MGI:107157
4060,Ppp1r9a,MGI:2442401
4061,Hmgxb4,MGI:1918073
4062,4930428B01Rik,MGI:1921104
4063,Zfp451,MGI:2137896
4064,Zfp445,MGI:2143340
4065,Zfp3,MGI:99177
4066,Zfp623,MGI:1926084
4067,Atxn1,MGI:104783
4068,Ahctf1,MGI:1915033
4069,Spen,MGI:1891706
4070,C030039L03Rik,MGI:2148237
4071,Zfp780b,MGI:2444764
4072,Gsc2,MGI:892006
4073,Cenpb,MGI:88376
4074,Dcun1d1,MGI:2150386
4075,Ewsr1,MGI:99960
4076,Arntl2,MGI:2684845
4077,Clock,MGI:99698
4078,Hif3a,MGI:1859778
4079,Jund,MGI:96648
4080,Fosb,MGI:95575
4081,Nfkbia,MGI:104741
4082,Smarcd3,MGI:1914243
4083,Skp1a,MGI:103575
4084,Nfat5,MGI:1859333
4085,Mbtps1,MGI:1927235
4086,Hoxa13,MGI:96173
4087,4930529C04Rik,MGI:1922392
4088,1700049G17Rik,MGI:1920680
4089,C130071C03Rik,MGI:2443574
4090,Atp6v1g2,MGI:1913487
4091,Spata6,MGI:1915196
4092,Tmem158,MGI:1919559
4093,Foxk2,MGI:1916087
4094,Prdx5,MGI:1859821
4095,Zfhx3,MGI:99948
4096,Hoxd11,MGI:96203
4097,Hdac2,MGI:1097691
4098,Sox21,MGI:2654070
4099,Birc2,MGI:1197009
4100,Zfp397,MGI:1916506
4101,Zbtb11,MGI:2443876
4102,Zfp777,MGI:1919556
4103,Zkscan16,MGI:3510405
4104,Brd3,MGI:1914632
4105,Phip,MGI:1932404
4106,Zfp758,MGI:2385044
4107,Mex3c,MGI:2652843
4108,Limk1,MGI:104572
4109,Trim3,MGI:1860040
4110,Bfar,MGI:1914368
4111,Rnf111,MGI:1934919
4112,Zfp719,MGI:2444708
4113,Cbl,MGI:88279
4114,Zmiz2,MGI:106374
4115,Zc3h3,MGI:2663721
4116,Mdm2,MGI:96952
4117,Mefv,MGI:1859396
4118,Klhl26,MGI:2443079
4119,Zfp330,MGI:1353574
4120,Phf2,MGI:1338034
4121,Ascl5-ps,MGI:2685043
4122,Ggnbp1,MGI:3055306
4123,Zbtb49,MGI:1922329
4124,Rcbtb1,MGI:1918580
4125,Btbd11,MGI:1921257
4126,Plekhf2,MGI:1919051
4127,Cops4,MGI:1349414
4128,Plxna3,MGI:107683
4129,Dnajc21,MGI:1925371
4130,Trim68,MGI:2142077
4131,Sh3rf1,MGI:1913066
4132,Prdm15,MGI:1930121
4133,Rest,MGI:104897
4134,Timm13,MGI:1353432
4135,Zranb2,MGI:1858211
4136,Zfp292,MGI:1353423
4137,Zfp318,MGI:1889348
4138,Zfr,MGI:1341890
4139,Nkx6-3,MGI:1921811
4140,Npas4,MGI:2664186
4141,Pms1,MGI:1202302
4142,Pogz,MGI:2442117
4143,Bclaf1,MGI:1917580
4144,Eif4h,MGI:1341822
4145,Crebbp,MGI:1098280
4146,Zfp626,MGI:1918413
4147,Zfp532,MGI:3036282
4148,Brd9,MGI:2145317
4149,Sox5,MGI:98367
4150,Tcea3,MGI:1196908
4151,Tomm6,MGI:1913369
4152,Dcc,MGI:94869
4153,Wnt1,MGI:98953
4154,Gapvd1,MGI:1913941
4155,Asrgl1,MGI:1913764
4156,Fyttd1,MGI:1917955
4157,Sox1,MGI:98357
4158,Hcn4,MGI:1298209
4159,Wnt3,MGI:98955
4160,Fabp7,MGI:101916
4161,Inppl1,MGI:1333787
4162,Hfe2,MGI:1916835
4163,Rgma,MGI:2679262
4164,Erbb4,MGI:104771
4165,Fth1,MGI:95588
4166,Gba2,MGI:2654325
4167,C130073F10Rik,MGI:3045359
4168,Vangl2,MGI:2135272
4169,Vegfa,MGI:103178
4170,Lama1,MGI:99892
4171,Onecut2,MGI:1891408
4172,Pde10a,MGI:1345143
4173,Ccrl1,MGI:2181676
4174,Grik2,MGI:95815
4175,Dnahc1,MGI:107721
4176,Agap1,MGI:2653690
4177,Kif1a,MGI:108391
4178,Cntn2,MGI:104518
4179,Slc16a14,MGI:1919031
4180,Qk,MGI:97837
4181,St6galnac5,MGI:1349471
4182,Kif21a,MGI:109188
4183,6530418L21Rik,MGI:1923497
4184,Osbpl3,MGI:1918970
4185,Slc35f1,MGI:2139810
4186,Spred3,MGI:2142186
4187,Sh3rf2,MGI:2444628
4188,Slc38a1,MGI:2145895
4189,Car11,MGI:1336193
4190,Cttnbp2,MGI:1353467
4191,Kcnip1,MGI:1917607
4192,Prkar1b,MGI:97759
4193,Lrrtm3,MGI:2389177
4194,Stxbp6,MGI:2384963
4195,Adcyap1,MGI:105094
4196,Chrna3,MGI:87887
4197,Dchs2,MGI:2685263
4198,Mast4,MGI:1918885
4199,Mdga1,MGI:1922012
4200,Zdbf2,MGI:1921134
4201,Kcna6,MGI:96663
4202,Ddx17,MGI:1914290
4203,Chrna5,MGI:87889
4204,Klhl13,MGI:1914705
4205,Fam184b,MGI:2442958
4206,Nrip3,MGI:1925843
4207,Gpr26,MGI:2441758
4208,Rit2,MGI:108054
4209,Gria1,MGI:95808
4210,Kcnd2,MGI:102663
4211,Opcml,MGI:97397
4212,Gprasp2,MGI:2442071
4213,Stau2,MGI:1352508
4214,Unc13c,MGI:2149021
4215,9430007A20Rik,MGI:2685880
4216,Kctd8,MGI:2443804
4217,Kctd16,MGI:1914659
4218,Pcbp3,MGI:1890470
4219,Dock7,MGI:1914549
4220,Rnpc3,MGI:1914475
4221,Bcl9,MGI:1924828
4222,Slc44a5,MGI:3035141
4223,Slc6a17,MGI:2442535
4224,Mir145,MGI:2676830
4225,Amy2a2,MGI:3711220
4226,Amy,MGI:88018
4227,Amy2a4,MGI:3711258
4228,Amy2a3,MGI:3714985
4229,Amy2a5,MGI:88020
4230,Mir466g,MGI:3718536
4231,Slc3a2,MGI:96955
4232,Chmp2b,MGI:1916192
4233,Crym,MGI:102675
4234,3830431G21Rik,MGI:3036228
4235,Avil,MGI:1333798
4236,Tmem178,MGI:1915277
4237,Zfp114,MGI:3037815
4238,Grin1,MGI:95819
4239,Trim9,MGI:2137354
4240,Dab1,MGI:108554
4241,Camk2d,MGI:1341265
4242,Cyb561,MGI:103253
4243,Trib1,MGI:2443397
